Problem Number	Title	Slug	Difficulty	"Tags"
3250	Find the Count of Monotonic Pairs I	find-the-count-of-monotonic-pairs-i	Hard	"Array, Monotonic"
3228	Maximum Number of Operations to Move Ones to the End	maximum-number-of-operations-to-move-ones-to-the-end	Medium	"Array, Two Pointers"
3281	Maximize Score of Numbers in Ranges	maximize-score-of-numbers-in-ranges	Medium	"Dynamic Programming, Greedy, Sorting"
3196	Maximize Total Cost of Alternating Subarrays	maximize-total-cost-of-alternating-subarrays	Medium	"Array, Dynamic Programming, Greedy"
3135	Equalize Strings by Adding or Removing Characters at Ends	equalize-strings-by-adding-or-removing-characters-at-ends	Medium	"String, Greedy, Simulation"
3161	Block Placement Queries	block-placement-queries	Hard	"Data Stream, Design, Hash Table"
3185	Count Pairs That Form a Complete Day II	count-pairs-that-form-a-complete-day-ii	Medium	"Counting, Simulation"
3088	Make String Anti-palindrome	make-string-anti-palindrome	Hard	"String, Greedy, String Matching"
3137	Minimum Number of Operations to Make Word K-Periodic	minimum-number-of-operations-to-make-word-k-periodic	Medium	"String, Dynamic Programming, Greedy"
3096	Minimum Levels to Gain More Points	minimum-levels-to-gain-more-points	Medium	"Math, Greedy, Array"
3082	Find the Sum of the Power of All Subsequences	find-the-sum-of-the-power-of-all-subsequences	Hard	"Array, Math, Enumeration"
3077	Maximum Strength of K Disjoint Subarrays	maximum-strength-of-k-disjoint-subarrays	Hard	"Array, Dynamic Programming, Greedy"
3080	Mark Elements on Array by Performing Queries	mark-elements-on-array-by-performing-queries	Medium	"Array, Simulation"
3207	Maximum Points After Enemy Battles	maximum-points-after-enemy-battles	Medium	"Dynamic Programming, Greedy"
2949	Count Beautiful Substrings II	count-beautiful-substrings-ii	Hard	"String, Dynamic Programming"
2894	Divisible and Non-divisible Sums Difference	divisible-and-non-divisible-sums-difference	Easy	"Array, Math, Enumeration"
2918	Minimum Equal Sum of Two Arrays After Replacing Zeros	minimum-equal-sum-of-two-arrays-after-replacing-zeros	Medium	"Array, Greedy, Sorting, Math"
2902	Count of Sub-Multisets With Bounded Sum	count-of-sub-multisets-with-bounded-sum	Hard	"Math, Dynamic Programming, Counting"
2824	Count Pairs Whose Sum is Less than Target	count-pairs-whose-sum-is-less-than-target	Easy	"Array, Two Pointers, Enumeration, Counting"
2785	Sort Vowels in a String	sort-vowels-in-a-string	Medium	"String, Sorting"
2816	Double a Number Represented as a Linked List	double-a-number-represented-as-a-linked-list	Medium	"Linked List, Math"
2733	Neither Minimum nor Maximum	neither-minimum-nor-maximum	Easy	"Array, Enumeration, Counting"
2664	The Knight鈥檚 Tour	the-knights-tour	Medium	"Dynamic Programming, Matrix, Memoization"
2730	Find the Longest Semi-Repetitive Substring	find-the-longest-semi-repetitive-substring	Medium	"String, Binary Search, Suffix Array"
2576	Find the Maximum Number of Marked Indices	find-the-maximum-number-of-marked-indices	Medium	"Array, Greedy"
2577	Minimum Time to Visit a Cell In a Grid	minimum-time-to-visit-a-cell-in-a-grid	Hard	"Graph, Breadth-First Search, Shortest Path"
2571	Minimum Operations to Reduce an Integer to 0	minimum-operations-to-reduce-an-integer-to-0	Medium	"Array, Hash Table, Binary Search, Greedy, Two Pointers, Prefix Sum"
2572	Count the Number of Square-Free Subsets	count-the-number-of-square-free-subsets	Medium	"Math, Bit Manipulation, Dynamic Programming"
2567	Minimum Score by Changing Two Elements	minimum-score-by-changing-two-elements	Medium	"Array, Dynamic Programming, Math"
2569	Handling Sum Queries After Update	handling-sum-queries-after-update	Hard	"Array, Prefix Sum, Segment Tree"
2565	Subsequence With the Minimum Score	subsequence-with-the-minimum-score	Hard	"Array, Dynamic Programming, Greedy"
2564	Substring XOR Queries	substring-xor-queries	Medium	"String, Bit Manipulation, Prefix Sum"
2563	Count the Number of Fair Pairs	count-the-number-of-fair-pairs	Medium	"Array, Two Pointers"
2562	Find the Array Concatenation Value	find-the-array-concatenation-value	Easy	"Array"
2597	The Number of Beautiful Subsets	the-number-of-beautiful-subsets	Medium	"Math, Backtracking, Bit Manipulation"
2644	Find the Maximum Divisibility Score	find-the-maximum-divisibility-score	Easy	"Math, Array, Sorting"
2548	Maximum Price to Fill a Bag	maximum-price-to-fill-a-bag	Medium	"Greedy, Dynamic Programming, Knapsack"
2558	Take Gifts From the Richest Pile	take-gifts-from-the-richest-pile	Easy	"Simulation, Greedy"
2561	Rearranging Fruits	rearranging-fruits	Hard	"Array, Sorting, Greedy, Simulation"
2590	Design a Todo List	design-a-todo-list	Medium	"Design"
2663	Lexicographically Smallest Beautiful String	lexicographically-smallest-beautiful-string	Hard	"String, Backtracking"
2549	Count Distinct Numbers on Board	count-distinct-numbers-on-board	Easy	"Array, Hash Table, Counting"
2640	Find the Score of All Prefixes of an Array	find-the-score-of-all-prefixes-of-an-array	Medium	"Array, Prefix Sum"
2599	Make the Prefix Sum Non-negative	make-the-prefix-sum-non-negative	Medium	"Array, Prefix Sum, Greedy"
2608	Shortest Cycle in a Graph	shortest-cycle-in-a-graph	Hard	"Graph, Breadth-First Search, Shortest Path"
2605	Form Smallest Number From Two Digit Arrays	form-smallest-number-from-two-digit-arrays	Easy	"Array, Sorting, Greedy"
2524	Maximum Frequency Score of a Subarray	maximum-frequency-score-of-a-subarray	Hard	"Hash Table, Array, Sorting, Sliding Window"
2594	Minimum Time to Repair Cars	minimum-time-to-repair-cars	Medium	"Greedy, Binary Search, Math"
2592	Maximize Greatness of an Array	maximize-greatness-of-an-array	Medium	"Greedy"
2591	Distribute Money to Maximum Children	distribute-money-to-maximum-children	Easy	"Greedy, Array"
2596	Check Knight Tour Configuration	check-knight-tour-configuration	Medium	"Backtracking, Brainteaser"
2598	Smallest Missing Non-negative Integer After Operations	smallest-missing-non-negative-integer-after-operations	Medium	"Array, Hash Table"
2589	Minimum Time to Complete All Tasks	minimum-time-to-complete-all-tasks	Hard	"Greedy, Array, Sorting"
2588	Count the Number of Beautiful Subarrays	count-the-number-of-beautiful-subarrays	Medium	"Array, Two Pointers, Sliding Window"
2510	Check if There is a Path With Equal Number of 0's And 1's	check-if-there-is-a-path-with-equal-number-of-0s-and-1s	Medium	"Graph, Depth-First Search, Breadth-First Search"
2581	Count Number of Possible Root Nodes	count-number-of-possible-root-nodes	Hard	"Graph, Counting"
2580	Count Ways to Group Overlapping Ranges	count-ways-to-group-overlapping-ranges	Medium	"Dynamic Programming, Greedy, Counting"
2584	Split the Array to Make Coprime Products	split-the-array-to-make-coprime-products	Hard	"Array, Math, Greedy, Number Theory"
2583	Kth Largest Sum in a Binary Tree	kth-largest-sum-in-a-binary-tree	Medium	"Tree, Binary Tree, Heap (Priority Queue), Binary Search"
2582	Pass the Pillow	pass-the-pillow	Easy	"Simulation"
2505	Bitwise OR of All Subsequence Sums	bitwise-or-of-all-subsequence-sums	Medium	"Array, Bit Manipulation, Dynamic Programming"
2532	Time to Cross a Bridge	time-to-cross-a-bridge	Hard	"Simulation, Greedy"
2495	Number of Subarrays Having Even Product	number-of-subarrays-having-even-product	Medium	"Array, Math, Prefix Sum, Enumeration"
2540	Minimum Common Value	minimum-common-value	Easy	"Array, Sorting"
2546	Apply Bitwise Operations to Make Strings Equal	apply-bitwise-operations-to-make-strings-equal	Medium	"Bit Manipulation, Math"
2538	Difference Between Maximum and Minimum Price Sum	difference-between-maximum-and-minimum-price-sum	Hard	"Array, Math"
2537	Count the Number of Good Subarrays	count-the-number-of-good-subarrays	Medium	"Array, Hash Table, Sliding Window"
2536	Increment Submatrices by One	increment-submatrices-by-one	Medium	"Matrix, Design, Simulation, Prefix Sum"
2535	Difference Between Element Sum and Digit Sum of an Array	difference-between-element-sum-and-digit-sum-of-an-array	Easy	"Array, Math"
2527	Find Xor-Beauty of Array	find-xor-beauty-of-array	Medium	"Array, Bit Manipulation"
2526	Find Consecutive Integers from a Data Stream	find-consecutive-integers-from-a-data-stream	Medium	"Data Stream, Counting, Interactive"
2525	Categorize Box According to Criteria	categorize-box-according-to-criteria	Easy	"String, Math, Simulation"
2528	Maximize the Minimum Powered City	maximize-the-minimum-powered-city	Hard	"Array, Binary Search, Greedy"
2534	Time Taken to Cross the Door	time-taken-to-cross-the-door	Hard	"Simulation, Math"
2531	Make Number of Distinct Characters Equal	make-number-of-distinct-characters-equal	Medium	"String, Counting"
2473	Minimum Cost to Buy Apples	minimum-cost-to-buy-apples	Medium	"Dynamic Programming, Greedy, Math"
2523	Closest Prime Numbers in Range	closest-prime-numbers-in-range	Medium	"Math, Sieve, Number Theory"
2521	Distinct Prime Factors of Product of Array	distinct-prime-factors-of-product-of-array	Medium	"Array, Math, Number Theory"
2482	Difference Between Ones and Zeros in Row and Column	difference-between-ones-and-zeros-in-row-and-column	Medium	"Array, Matrix"
2514	Count Anagrams	count-anagrams	Hard	"String, Counting, Hash Table"
2512	Reward Top K Students	reward-top-k-students	Medium	"Sorting, Heap (Priority Queue), Enumeration"
2518	Number of Great Partitions	number-of-great-partitions	Hard	"Array, Binary Search, Prefix Sum"
2516	Take K of Each Character From Left and Right	take-k-of-each-character-from-left-and-right	Medium	"String, Two Pointers"
2508	Add Edges to Make Degrees of All Nodes Even	add-edges-to-make-degrees-of-all-nodes-even	Hard	"Graph, Math, Greedy"
2506	Count Pairs Of Similar Strings	count-pairs-of-similar-strings	Easy	"String, Hash Table, Counting"
2496	Maximum Value of a String in an Array	maximum-value-of-a-string-in-an-array	Easy	"Array, String, Dynamic Programming, Sliding Window"
2503	Maximum Number of Points From Grid Queries	maximum-number-of-points-from-grid-queries	Hard	"Matrix, Dynamic Programming, Hash Table, Binary Indexed Tree, Prefix Sum"
2500	Delete Greatest Value in Each Row	delete-greatest-value-in-each-row	Easy	"Matrix, Simulation"
2445	Number of Nodes With Value One	number-of-nodes-with-value-one	Medium	"Tree, Binary Tree"
2493	Divide Nodes Into the Maximum Number of Groups	divide-nodes-into-the-maximum-number-of-groups	Hard	"Graph"
2490	Circular Sentence	circular-sentence	Easy	"Array, String, Simulation"
2484	Count Palindromic Subsequences	count-palindromic-subsequences	Hard	"String, Dynamic Programming"
2481	Minimum Cuts to Divide a Circle	minimum-cuts-to-divide-a-circle	Easy	"Geometry, Dynamic Programming"
2488	Count Subarrays With Median K	count-subarrays-with-median-k	Hard	"Array, Sliding Window, Counting"
2487	Remove Nodes From Linked List	remove-nodes-from-linked-list	Medium	"Linked List"
2431	Maximize Total Tastiness of Purchased Fruits	maximize-total-tastiness-of-purchased-fruits	Medium	"Array, Dynamic Programming, Greedy"
2475	Number of Unequal Triplets in Array	number-of-unequal-triplets-in-array	Easy	"Counting, Array"
2422	Merge Operations to Turn Array Into a Palindrome	merge-operations-to-turn-array-into-a-palindrome	Medium	"Array, Greedy, Two Pointers"
2467	Most Profitable Path in a Tree	most-profitable-path-in-a-tree	Medium	"Tree, Dynamic Programming, Depth-First Search, Graph"
2468	Split Message Based on Limit	split-message-based-on-limit	Hard	"Linked List, Depth-First Search, Recursion, Doubly-Linked List"
2465	Number of Distinct Averages	number-of-distinct-averages	Easy	"Hash Table, Array, Design"
2470	Number of Subarrays With LCM Equal to K	number-of-subarrays-with-lcm-equal-to-k	Medium	"Array, Math, Sliding Window"
2469	Convert the Temperature	convert-the-temperature	Easy	"Math, Bit Manipulation, String"
2463	Minimum Total Distance Traveled	minimum-total-distance-traveled	Hard	"Math, Dynamic Programming"
2462	Total Cost to Hire K Workers	total-cost-to-hire-k-workers	Medium	"Greedy, Sorting, Heap (Priority Queue)"
2460	Apply Operations to an Array	apply-operations-to-an-array	Easy	"Array, Simulation"
2454	Next Greater Element IV	next-greater-element-iv	Hard	"Array, Stack, Monotonic Stack"
2453	Destroy Sequential Targets	destroy-sequential-targets	Medium	"Greedy, Array, Simulation"
2458	Height of Binary Tree After Subtree Removal Queries	height-of-binary-tree-after-subtree-removal-queries	Hard	"Tree, Binary Tree, Graph, Simulation"
2455	Average Value of Even Numbers That Are Divisible by Three	average-value-of-even-numbers-that-are-divisible-by-three	Easy	"Math"
2443	Sum of Number and Its Reverse	sum-of-number-and-its-reverse	Medium	"Array, Math, String, Two Pointers"
2647	Color the Triangle Red	color-the-triangle-red	Hard	"Depth-First Search, Backtracking, Graph"
2449	Minimum Number of Operations to Make Arrays Similar	minimum-number-of-operations-to-make-arrays-similar	Hard	"Array, Math"
2403	Minimum Time to Kill All Monsters	minimum-time-to-kill-all-monsters	Hard	"Dynamic Programming, Greedy, Simulation"
2393	Count Strictly Increasing Subarrays	count-strictly-increasing-subarrays	Medium	"Array, Dynamic Programming, Math"
2437	Number of Valid Clock Times	number-of-valid-clock-times	Easy	"String, Enumeration, Simulation"
2387	Median of a Row Wise Sorted Matrix	median-of-a-row-wise-sorted-matrix	Medium	"Matrix, Binary Search, Sorting"
2435	Paths in Matrix Whose Sum Is Divisible by K	paths-in-matrix-whose-sum-is-divisible-by-k	Hard	"Matrix, Dynamic Programming, Simulation"
2434	Using a Robot to Print the Lexicographically Smallest String	using-a-robot-to-print-the-lexicographically-smallest-string	Medium	"String, Greedy"
2433	Find The Original Array of Prefix Xor	find-the-original-array-of-prefix-xor	Medium	"Array, Bit Manipulation"
2378	Choose Edges to Maximize Score in a Tree	choose-edges-to-maximize-score-in-a-tree	Medium	"Tree, Greedy, Dynamic Programming"
2426	Number of Pairs Satisfying Inequality	number-of-pairs-satisfying-inequality	Hard	"Array, Math, Two Pointers"
2424	Longest Uploaded Prefix	longest-uploaded-prefix	Medium	"Array, Design, Data Stream"
2430	Maximum Deletions on a String	maximum-deletions-on-a-string	Hard	"String, Dynamic Programming, Greedy"
2429	Minimize XOR	minimize-xor	Medium	"Math, Bit Manipulation"
2428	Maximum Sum of an Hourglass	maximum-sum-of-an-hourglass	Medium	"Array, Matrix"
2427	Number of Common Factors	number-of-common-factors	Easy	"Math, Counting"
2420	Find All Good Indices	find-all-good-indices	Medium	"Array, Dynamic Programming, Two Pointers"
2414	Length of the Longest Alphabetical Continuous Substring	length-of-the-longest-alphabetical-continuous-substring	Medium	"String, Two Pointers, Sliding Window"
2459	Sort Array by Moving Items to Empty Space	sort-array-by-moving-items-to-empty-space	Hard	"Array, Sorting, Simulation"
2404	Most Frequent Even Element	most-frequent-even-element	Easy	"Array, Hash Table, Counting"
2345	Finding the Number of Visible Mountains	finding-the-number-of-visible-mountains	Medium	"Simulation, Array"
2397	Maximum Rows Covered by Columns	maximum-rows-covered-by-columns	Medium	"Greedy, Matrix"
2396	Strictly Palindromic Number	strictly-palindromic-number	Medium	"Math, Enumeration"
2395	Find Subarrays With Equal Sum	find-subarrays-with-equal-sum	Easy	"Array, Hash Table"
2402	Meeting Rooms III	meeting-rooms-iii	Hard	"Greedy, Heap (Priority Queue), Simulation, Sorting"
2399	Check Distances Between Same Letters	check-distances-between-same-letters	Easy	"String, Hash Table"
2384	Largest Palindromic Number	largest-palindromic-number	Medium	"String, Greedy, Hash Table, Enumeration"
2342	Max Sum of a Pair With Equal Sum of Digits	max-sum-of-a-pair-with-equal-sum-of-digits	Medium	"Array, Hash Table, Math"
2330	Valid Palindrome IV	valid-palindrome-iv	Medium	"String, Two Pointers, Greedy"
2382	Maximum Segment Sum After Removals	maximum-segment-sum-after-removals	Hard	"Array, Dynamic Programming, Sliding Window"
2385	Amount of Time for Binary Tree to Be Infected	amount-of-time-for-binary-tree-to-be-infected	Medium	"Tree, Binary Tree, Simulation, Depth-First Search"
2375	Construct Smallest Number From DI String	construct-smallest-number-from-di-string	Medium	"Greedy, String"
2398	Maximum Number of Robots Within Budget	maximum-number-of-robots-within-budget	Hard	"Greedy, Sliding Window"
2364	Count Number of Bad Pairs	count-number-of-bad-pairs	Medium	"Array, Math, Hash Table"
2370	Longest Ideal Subsequence	longest-ideal-subsequence	Medium	"Dynamic Programming, Array"
2360	Longest Cycle in a Graph	longest-cycle-in-a-graph	Hard	"Graph, Depth-First Search, Breadth-First Search"
2358	Maximum Number of Groups Entering a Competition	maximum-number-of-groups-entering-a-competition	Medium	"Greedy, Math"
2357	Make Array Zero by Subtracting Equal Amounts	make-array-zero-by-subtracting-equal-amounts	Easy	"Array, Greedy"
2350	Shortest Impossible Sequence of Rolls	shortest-impossible-sequence-of-rolls	Hard	"Dynamic Programming, Simulation, Math"
2349	Design a Number Container System	design-a-number-container-system	Medium	"Design"
2354	Number of Excellent Pairs	number-of-excellent-pairs	Hard	"Bit Manipulation, Counting"
2353	Design a Food Rating System	design-a-food-rating-system	Medium	"Design"
2291	Maximum Profit From Trading Stocks	maximum-profit-from-trading-stocks	Medium	"Array, Dynamic Programming, Greedy"
2343	Query Kth Smallest Trimmed Number	query-kth-smallest-trimmed-number	Medium	"Sorting, String, Array"
2341	Maximum Number of Pairs in Array	maximum-number-of-pairs-in-array	Easy	"Array, Counting"
2277	Closest Node to Path in Tree	closest-node-to-path-in-tree	Hard	"Tree, Binary Tree, Graph, Breadth-First Search"
2334	Subarray With Elements Greater Than Varying Threshold	subarray-with-elements-greater-than-varying-threshold	Hard	"Array, Sliding Window"
2333	Minimum Sum of Squared Difference	minimum-sum-of-squared-difference	Medium	"Math, Dynamic Programming, Greedy"
2338	Count the Number of Ideal Arrays	count-the-number-of-ideal-arrays	Hard	"Math, Dynamic Programming, Counting"
2328	Number of Increasing Paths in a Grid	number-of-increasing-paths-in-a-grid	Hard	"Matrix, Dynamic Programming, Depth-First Search"
2325	Decode the Message	decode-the-message	Easy	"String, Hash Table, Simulation"
2268	Minimum Number of Keypresses	minimum-number-of-keypresses	Medium	"String, Dynamic Programming, Greedy"
2318	Number of Distinct Roll Sequences	number-of-distinct-roll-sequences	Hard	"Dynamic Programming, Math, Enumeration"
2319	Check if Matrix Is X-Matrix	check-if-matrix-is-x-matrix	Easy	"Matrix, Simulation"
2320	Count Number of Ways to Place Houses	count-number-of-ways-to-place-houses	Medium	"Dynamic Programming, Math"
2254	Design Video Sharing Platform	design-video-sharing-platform	Hard	"Design, Database, Simulation"
2302	Count Subarrays With Score Less Than K	count-subarrays-with-score-less-than-k	Hard	"Array, Sliding Window, Math"
2306	Naming a Company	naming-a-company	Hard	"Enumeration"
2296	Design a Text Editor	design-a-text-editor	Hard	"Design, Simulation"
2295	Replace Elements in an Array	replace-elements-in-an-array	Medium	"Array, Simulation"
2293	Min Max Game	min-max-game	Easy	"Array, Simulation, Game Theory"
2237	Count Positions on Street With Required Brightness	count-positions-on-street-with-required-brightness	Medium	"Math, Simulation, Counting"
2286	Booking Concert Tickets in Groups	booking-concert-tickets-in-groups	Hard	"Greedy, Simulation"
2284	Sender With Largest Word Count	sender-with-largest-word-count	Medium	"Hash Table, String, Enumeration"
2283	Check if Number Has Equal Digit Count and Digit Value	check-if-number-has-equal-digit-count-and-digit-value	Easy	"String, Hash Table, Counting, Simulation"
2288	Apply Discount to Prices	apply-discount-to-prices	Medium	"String, Simulation, Array"
2280	Minimum Lines to Represent a Line Chart	minimum-lines-to-represent-a-line-chart	Medium	"Array, Math, Geometry, Sorting"
2278	Percentage of Letter in String	percentage-of-letter-in-string	Easy	"String, Counting"
2246	Longest Path With Different Adjacent Characters	longest-path-with-different-adjacent-characters	Hard	"DFS, Graph"
2243	Calculate Digit Sum of a String	calculate-digit-sum-of-a-string	Easy	"String, Math"
2270	Number of Ways to Split Array	number-of-ways-to-split-array	Medium	"Array, Prefix Sum"
2276	Count Integers in Intervals	count-integers-in-intervals	Hard	"Design, Ordered Set, Segment Tree"
2274	Maximum Consecutive Floors Without Special Floors	maximum-consecutive-floors-without-special-floors	Medium	"Array, Simulation"
2214	Minimum Health to Beat Game	minimum-health-to-beat-game	Medium	"Game Theory, Math, Simulation"
2242	Maximum Score of a Node Sequence	maximum-score-of-a-node-sequence	Hard	"Dynamic Programming, Graph"
2240	Number of Ways to Buy Pens and Pencils	number-of-ways-to-buy-pens-and-pencils	Medium	"Math, Enumeration"
2264	Largest 3-Same-Digit Number in String	largest-3-same-digit-number-in-string	Easy	"String, Enumeration"
2258	Escape the Spreading Fire	escape-the-spreading-fire	Hard	"Breadth-First Search, Binary Search, Matrix, Greedy"
2257	Count Unguarded Cells in the Grid	count-unguarded-cells-in-the-grid	Medium	"Grid, Counting, Matrix"
2255	Count Prefixes of a Given String	count-prefixes-of-a-given-string	Easy	"String, Counting"
2259	Remove Digit From Number to Maximize Result	remove-digit-from-number-to-maximize-result	Easy	"String, Math"
2251	Number of Flowers in Full Bloom	number-of-flowers-in-full-bloom	Hard	"Array, Simulation, Counting"
2249	Count Lattice Points Inside a Circle	count-lattice-points-inside-a-circle	Medium	"Math, Geometry, Enumeration"
2234	Maximum Total Beauty of the Gardens	maximum-total-beauty-of-the-gardens	Hard	"Array, Greedy, Sorting"
2233	Maximum Product After K Increments	maximum-product-after-k-increments	Medium	"Array, Math, Greedy, Heap (Priority Queue)"
2223	Sum of Scores of Built Strings	sum-of-scores-of-built-strings	Hard	"String, Dynamic Programming"
2222	Number of Ways to Select Buildings	number-of-ways-to-select-buildings	Medium	"Dynamic Programming, Math"
2220	Minimum Bit Flips to Convert Number	minimum-bit-flips-to-convert-number	Easy	"Bit Manipulation, Math"
2184	Number of Ways to Build Sturdy Brick Wall	number-of-ways-to-build-sturdy-brick-wall	Medium	"Dynamic Programming, Array, Math"
2200	Find All K-Distant Indices in an Array	find-all-k-distant-indices-in-an-array	Easy	"Array, Sliding Window"
2213	Longest Substring of One Repeating Character	longest-substring-of-one-repeating-character	Hard	"String, Sliding Window"
2211	Count Collisions on a Road	count-collisions-on-a-road	Medium	"Simulation"
2174	Remove All Ones With Row and Column Flips II	remove-all-ones-with-row-and-column-flips-ii	Medium	"Matrix, Simulation"
2208	Minimum Operations to Halve Array Sum	minimum-operations-to-halve-array-sum	Medium	"Greedy, Array, Math"
2207	Maximize Number of Subsequences in a String	maximize-number-of-subsequences-in-a-string	Medium	"String, Greedy"
2197	Replace Non-Coprime Numbers in Array	replace-non-coprime-numbers-in-array	Hard	"Array, Math, Stack, Simulation"
2182	Construct String With Repeat Limit	construct-string-with-repeat-limit	Medium	"String, Greedy"
2181	Merge Nodes in Between Zeros	merge-nodes-in-between-zeros	Medium	"Linked List, Simulation"
2180	Count Integers With Even Digit Sum	count-integers-with-even-digit-sum	Easy	"Math, Enumeration"
2158	Amount of New Area Painted Each Day	amount-of-new-area-painted-each-day	Hard	"Simulation"
2188	Minimum Time to Finish the Race	minimum-time-to-finish-the-race	Hard	"Greedy, Math"
2186	Minimum Number of Steps to Make Two Strings Anagram II	minimum-number-of-steps-to-make-two-strings-anagram-ii	Medium	"String, Hash Table, Greedy, Counting"
2171	Removing Minimum Number of Magic Beans	removing-minimum-number-of-magic-beans	Medium	"Array, Greedy, Sorting, Prefix Sum"
2170	Minimum Operations to Make the Array Alternating	minimum-operations-to-make-the-array-alternating	Medium	"Array, Greedy"
2152	Minimum Number of Lines to Cover Points	minimum-number-of-lines-to-cover-points	Medium	"Geometry, Sorting"
2167	Minimum Time to Remove All Cars Containing Illegal Goods	minimum-time-to-remove-all-cars-containing-illegal-goods	Hard	"Greedy, Simulation"
2166	Design Bitset	design-bitset	Medium	"Design, Bit Manipulation, Array"
2165	Smallest Value of the Rearranged Number	smallest-value-of-the-rearranged-number	Medium	"Math, Sorting, String, Greedy"
2143	Choose Numbers From Two Arrays in Range	choose-numbers-from-two-arrays-in-range	Hard	"Array, Greedy, Sorting"
2179	Count Good Triplets in an Array	count-good-triplets-in-an-array	Hard	"Array, Enumeration, Two Pointers"
2178	Maximum Split of Positive Even Integers	maximum-split-of-positive-even-integers	Medium	"Math, Greedy"
2176	Count Equal and Divisible Pairs in an Array	count-equal-and-divisible-pairs-in-an-array	Easy	"Array, Counting"
2156	Find Substring With Given Hash Value	find-substring-with-given-hash-value	Hard	"String, Hash Function, Rolling Hash, Sliding Window"
2154	Keep Multiplying Found Values by Two	keep-multiplying-found-values-by-two	Easy	"Array, Simulation"
2151	Maximum Good People Based on Statements	maximum-good-people-based-on-statements	Hard	"Graph, Backtracking, Bit Manipulation"
2163	Minimum Difference in Sums After Removal of Elements	minimum-difference-in-sums-after-removal-of-elements	Hard	"Array, Dynamic Programming, Math"
2161	Partition Array According to Given Pivot	partition-array-according-to-given-pivot	Medium	"Array, Two Pointers"
2160	Minimum Sum of Four Digit Number After Splitting Digits	minimum-sum-of-four-digit-number-after-splitting-digits	Easy	"Math, Sorting"
2140	Solving Questions With Brainpower	solving-questions-with-brainpower	Medium	"Dynamic Programming, Greedy"
2155	All Divisions With the Highest Score of a Binary Array	all-divisions-with-the-highest-score-of-a-binary-array	Medium	"Array, Greedy, Two Pointers"
2138	Divide a String Into Groups of Size k	divide-a-string-into-groups-of-size-k	Easy	"String, Array, Simulation"
2113	Elements in Array After Removing and Replacing Elements	elements-in-array-after-removing-and-replacing-elements	Medium	"Array, String"
2145	Count the Hidden Sequences	count-the-hidden-sequences	Medium	"Array, Math, Simulation"
2127	Maximum Employees to Be Invited to a Meeting	maximum-employees-to-be-invited-to-a-meeting	Hard	"Graph, Dynamic Programming, Greedy"
2126	Destroying Asteroids	destroying-asteroids	Medium	"Array, Greedy, Sorting"
2098	Subsequence of Size K With the Largest Even Sum	subsequence-of-size-k-with-the-largest-even-sum	Medium	"Array, Greedy"
2131	Longest Palindrome by Concatenating Two Letter Words	longest-palindrome-by-concatenating-two-letter-words	Medium	"Greedy, Hash Table, String"
2130	Maximum Twin Sum of a Linked List	maximum-twin-sum-of-a-linked-list	Medium	"Linked List, Two Pointers"
2129	Capitalize the Title	capitalize-the-title	Easy	"String"
2111	Minimum Operations to Make the Array K-Increasing	minimum-operations-to-make-the-array-k-increasing	Hard	"Array, Dynamic Programming, Greedy"
2109	Adding Spaces to a String	adding-spaces-to-a-string	Medium	"String, Simulation"
2108	Find First Palindromic String in the Array	find-first-palindromic-string-in-the-array	Easy	"Array, String"
2083	Substrings That Begin and End With the Same Letter	substrings-that-begin-and-end-with-the-same-letter	Medium	"String, Enumeration"
2117	Abbreviating the Product of a Range	abbreviating-the-product-of-a-range	Hard	"Math, String"
2116	Check if a Parentheses String Can Be Valid	check-if-a-parentheses-string-can-be-valid	Medium	"String, Stack, Greedy"
2114	Maximum Number of Words Found in Sentences	maximum-number-of-words-found-in-sentences	Easy	"Array, String"
2095	Delete the Middle Node of a Linked List	delete-the-middle-node-of-a-linked-list	Medium	"Linked List, Two Pointers, Recursion"
2094	Finding 3-Digit Even Numbers	finding-3-digit-even-numbers	Easy	"Math, Enumeration"
2091	Removing Minimum and Maximum From Array	removing-minimum-and-maximum-from-array	Medium	"Array, Math"
2090	K Radius Subarray Averages	k-radius-subarray-averages	Medium	"Array, Sliding Window, Prefix Sum"
2089	Find Target Indices After Sorting Array	find-target-indices-after-sorting-array	Easy	"Array, Sorting"
2067	Number of Equal Count Substrings	number-of-equal-count-substrings	Medium	"String, Hash Table, Sliding Window"
2061	Number of Spaces Cleaning Robot Cleaned	number-of-spaces-cleaning-robot-cleaned	Medium	"Depth-First Search, Design, Simulation"
2081	Sum of k-Mirror Numbers	sum-of-k-mirror-numbers	Hard	"Math, String, Enumeration, Simulation"
2097	Valid Arrangement of Pairs	valid-arrangement-of-pairs	Hard	"Graph, Depth-First Search, Backtracking"
2132	Stamping the Grid	stamping-the-grid	Hard	"Simulation, Matrix"
2075	Decode the Slanted Ciphertext	decode-the-slanted-ciphertext	Medium	"String, Simulation"
2086	Minimum Number of Food Buckets to Feed the Hamsters	minimum-number-of-food-buckets-to-feed-the-hamsters	Medium	"Greedy, Math"
2065	Maximum Path Quality of a Graph	maximum-path-quality-of-a-graph	Hard	"Graph, Dynamic Programming, Depth-First Search"
2064	Minimized Maximum of Products Distributed to Any Store	minimized-maximum-of-products-distributed-to-any-store	Medium	"Array, Binary Search, Greedy"
2063	Vowels of All Substrings	vowels-of-all-substrings	Medium	"String, Counting, Dynamic Programming"
