Problem Number,Title,Slug,Internal ID,Difficulty,Paid Only,Favorite,Frequency
"831","Masking Personal Information","masking-personal-information","858","Medium","false","false","0"
"830","Positions of Large Groups","positions-of-large-groups","857","Easy","false","false","0"
"829","Consecutive Numbers Sum","consecutive-numbers-sum","856","Hard","false","false","0"
"828","Count Unique Characters of All Substrings of a Given String","count-unique-characters-of-all-substrings-of-a-given-string","855","Hard","false","false","0"
"827","Making A Large Island","making-a-large-island","854","Hard","false","false","0"
"826","Most Profit Assigning Work","most-profit-assigning-work","853","Medium","false","false","0"
"825","Friends Of Appropriate Ages","friends-of-appropriate-ages","852","Medium","false","false","0"
"824","Goat Latin","goat-latin","851","Easy","false","false","0"
"708","Insert into a Sorted Circular Linked List","insert-into-a-sorted-circular-linked-list","850","Medium","true","false","0"
"823","Binary Trees With Factors","binary-trees-with-factors","843","Medium","false","false","0"
"822","Card Flipping Game","card-flipping-game","842","Medium","false","false","0"
"821","Shortest Distance to a Character","shortest-distance-to-a-character","841","Easy","false","false","0"
"820","Short Encoding of Words","short-encoding-of-words","839","Medium","false","false","0"
"707","Design Linked List","design-linked-list","838","Medium","false","false","0"
"819","Most Common Word","most-common-word","837","Easy","false","false","0"
"818","Race Car","race-car","836","Hard","false","false","0"
"817","Linked List Components","linked-list-components","835","Medium","false","false","0"
"816","Ambiguous Coordinates","ambiguous-coordinates","834","Medium","false","false","0"
"815","Bus Routes","bus-routes","833","Hard","false","false","0"
"814","Binary Tree Pruning","binary-tree-pruning","832","Medium","false","false","0"
"813","Largest Sum of Averages","largest-sum-of-averages","831","Medium","false","false","0"
"812","Largest Triangle Area","largest-triangle-area","830","Easy","false","false","0"
"811","Subdomain Visit Count","subdomain-visit-count","829","Medium","false","false","0"
"810","Chalkboard XOR Game","chalkboard-xor-game","828","Hard","false","false","0"
"809","Expressive Words","expressive-words","827","Medium","false","false","0"
"808","Soup Servings","soup-servings","826","Medium","false","false","0"
"807","Max Increase to Keep City Skyline","max-increase-to-keep-city-skyline","825","Medium","false","false","0"
"806","Number of Lines To Write String","number-of-lines-to-write-string","824","Easy","false","false","0"
"805","Split Array With Same Average","split-array-with-same-average","823","Hard","false","false","0"
"804","Unique Morse Code Words","unique-morse-code-words","822","Easy","false","false","0"
"803","Bricks Falling When Hit","bricks-falling-when-hit","821","Hard","false","false","0"
"802","Find Eventual Safe States","find-eventual-safe-states","820","Medium","false","false","0"
"801","Minimum Swaps To Make Sequences Increasing","minimum-swaps-to-make-sequences-increasing","819","Hard","false","false","0"
"800","Similar RGB Color","similar-rgb-color","818","Easy","true","false","0"
"706","Design HashMap","design-hashmap","817","Easy","false","false","0"
"705","Design HashSet","design-hashset","816","Easy","false","false","0"
"799","Champagne Tower","champagne-tower","815","Medium","false","false","0"
"798","Smallest Rotation with Highest Score","smallest-rotation-with-highest-score","814","Hard","false","false","0"
"797","All Paths From Source to Target","all-paths-from-source-to-target","813","Medium","false","false","0"
"796","Rotate String","rotate-string","812","Easy","false","false","0"
"795","Number of Subarrays with Bounded Maximum","number-of-subarrays-with-bounded-maximum","811","Medium","false","false","0"
"794","Valid Tic-Tac-Toe State","valid-tic-tac-toe-state","810","Medium","false","false","0"
"793","Preimage Size of Factorial Zeroes Function","preimage-size-of-factorial-zeroes-function","809","Hard","false","false","0"
"792","Number of Matching Subsequences","number-of-matching-subsequences","808","Medium","false","false","0"
"791","Custom Sort String","custom-sort-string","807","Medium","false","false","0"
"790","Domino and Tromino Tiling","domino-and-tromino-tiling","806","Medium","false","false","0"
"789","Escape The Ghosts","escape-the-ghosts","805","Medium","false","false","0"
"788","Rotated Digits","rotated-digits","804","Medium","false","false","0"
"787","Cheapest Flights Within K Stops","cheapest-flights-within-k-stops","803","Medium","false","false","0"
"786","K-th Smallest Prime Fraction","k-th-smallest-prime-fraction","802","Medium","false","false","0"
"785","Is Graph Bipartite?","is-graph-bipartite","801","Medium","false","false","0"
"784","Letter Case Permutation","letter-case-permutation","800","Medium","false","false","0"
"783","Minimum Distance Between BST Nodes","minimum-distance-between-bst-nodes","799","Easy","false","false","0"
"782","Transform to Chessboard","transform-to-chessboard","798","Hard","false","false","0"
"781","Rabbits in Forest","rabbits-in-forest","797","Medium","false","false","0"
"780","Reaching Points","reaching-points","796","Hard","false","false","0"
"779","K-th Symbol in Grammar","k-th-symbol-in-grammar","795","Medium","false","false","0"
"778","Swim in Rising Water","swim-in-rising-water","794","Hard","false","false","0"
"777","Swap Adjacent in LR String","swap-adjacent-in-lr-string","793","Medium","false","false","0"
"704","Binary Search","binary-search","792","Easy","false","false","0"
"776","Split BST","split-bst","791","Medium","true","false","0"
"775","Global and Local Inversions","global-and-local-inversions","790","Medium","false","false","0"
"703","Kth Largest Element in a Stream","kth-largest-element-in-a-stream","789","Easy","false","false","0"
"774","Minimize Max Distance to Gas Station","minimize-max-distance-to-gas-station","788","Hard","true","false","0"
"773","Sliding Puzzle","sliding-puzzle","787","Hard","false","false","0"
"702","Search in a Sorted Array of Unknown Size","search-in-a-sorted-array-of-unknown-size","786","Medium","true","false","0"
"772","Basic Calculator III","basic-calculator-iii","785","Hard","true","false","0"
"701","Insert into a Binary Search Tree","insert-into-a-binary-search-tree","784","Medium","false","false","0"
"700","Search in a Binary Search Tree","search-in-a-binary-search-tree","783","Easy","false","false","0"
"771","Jewels and Stones","jewels-and-stones","782","Easy","false","false","0"
"770","Basic Calculator IV","basic-calculator-iv","781","Hard","false","false","0"
"769","Max Chunks To Make Sorted","max-chunks-to-make-sorted","780","Medium","false","false","0"
"768","Max Chunks To Make Sorted II","max-chunks-to-make-sorted-ii","779","Hard","false","false","0"
"767","Reorganize String","reorganize-string","778","Medium","false","false","0"
"766","Toeplitz Matrix","toeplitz-matrix","777","Easy","false","false","0"
"590","N-ary Tree Postorder Traversal","n-ary-tree-postorder-traversal","776","Easy","false","false","0"
"589","N-ary Tree Preorder Traversal","n-ary-tree-preorder-traversal","775","Easy","false","false","0"
"559","Maximum Depth of N-ary Tree","maximum-depth-of-n-ary-tree","774","Easy","false","false","0"
"558","Logical OR of Two Binary Grids Represented as Quad-Trees","logical-or-of-two-binary-grids-represented-as-quad-trees","773","Medium","false","false","0"
"427","Construct Quad Tree","construct-quad-tree","772","Medium","false","false","0"
"431","Encode N-ary Tree to Binary Tree","encode-n-ary-tree-to-binary-tree","771","Hard","true","false","0"
"765","Couples Holding Hands","couples-holding-hands","770","Hard","false","false","0"
"764","Largest Plus Sign","largest-plus-sign","769","Medium","false","false","0"
"763","Partition Labels","partition-labels","768","Medium","false","false","0"
"762","Prime Number of Set Bits in Binary Representation","prime-number-of-set-bits-in-binary-representation","767","Easy","false","false","0"
"430","Flatten a Multilevel Doubly Linked List","flatten-a-multilevel-doubly-linked-list","766","Medium","false","false","0"
"428","Serialize and Deserialize N-ary Tree","serialize-and-deserialize-n-ary-tree","765","Hard","true","false","0"
"429","N-ary Tree Level Order Traversal","n-ary-tree-level-order-traversal","764","Medium","false","false","0"
"761","Special Binary String","special-binary-string","763","Hard","false","false","0"
"760","Find Anagram Mappings","find-anagram-mappings","762","Easy","true","false","0"
"759","Employee Free Time","employee-free-time","761","Hard","true","false","0"
"758","Bold Words in String","bold-words-in-string","760","Medium","true","false","0"
"757","Set Intersection Size At Least Two","set-intersection-size-at-least-two","759","Hard","false","false","0"
"426","Convert Binary Search Tree to Sorted Doubly Linked List","convert-binary-search-tree-to-sorted-doubly-linked-list","758","Medium","true","false","0"
"756","Pyramid Transition Matrix","pyramid-transition-matrix","757","Medium","false","false","0"
"755","Pour Water","pour-water","756","Medium","true","false","0"
"754","Reach a Number","reach-a-number","755","Medium","false","false","0"
"753","Cracking the Safe","cracking-the-safe","754","Hard","false","false","0"
"752","Open the Lock","open-the-lock","753","Medium","false","false","0"
"751","IP to CIDR","ip-to-cidr","752","Medium","true","false","0"
"750","Number Of Corner Rectangles","number-of-corner-rectangles","751","Medium","true","false","0"
"749","Contain Virus","contain-virus","750","Hard","false","false","0"
"748","Shortest Completing Word","shortest-completing-word","749","Easy","false","false","0"
"747","Largest Number At Least Twice of Others","largest-number-at-least-twice-of-others","748","Easy","false","false","0"
"746","Min Cost Climbing Stairs","min-cost-climbing-stairs","747","Easy","false","false","0"
"745","Prefix and Suffix Search","prefix-and-suffix-search","746","Hard","false","false","0"
"744","Find Smallest Letter Greater Than Target","find-smallest-letter-greater-than-target","745","Easy","false","false","0"
"743","Network Delay Time","network-delay-time","744","Medium","false","false","0"
"742","Closest Leaf in a Binary Tree","closest-leaf-in-a-binary-tree","743","Medium","true","false","0"
"709","To Lower Case","to-lower-case","742","Easy","false","false","0"
"741","Cherry Pickup","cherry-pickup","741","Hard","false","false","0"
"740","Delete and Earn","delete-and-earn","740","Medium","false","false","0"
"739","Daily Temperatures","daily-temperatures","739","Medium","false","false","0"
"738","Monotone Increasing Digits","monotone-increasing-digits","738","Medium","false","false","0"
"737","Sentence Similarity II","sentence-similarity-ii","737","Medium","true","false","0"
"736","Parse Lisp Expression","parse-lisp-expression","736","Hard","false","false","0"
"735","Asteroid Collision","asteroid-collision","735","Medium","false","false","0"
"734","Sentence Similarity","sentence-similarity","734","Easy","true","false","0"
"733","Flood Fill","flood-fill","733","Easy","false","false","0"
"732","My Calendar III","my-calendar-iii","732","Hard","false","false","0"
"731","My Calendar II","my-calendar-ii","731","Medium","false","false","0"
"730","Count Different Palindromic Subsequences","count-different-palindromic-subsequences","730","Hard","false","false","0"
"729","My Calendar I","my-calendar-i","729","Medium","false","false","0"
"728","Self Dividing Numbers","self-dividing-numbers","728","Easy","false","false","0"
"727","Minimum Window Subsequence","minimum-window-subsequence","727","Hard","true","false","0"
"726","Number of Atoms","number-of-atoms","726","Hard","false","false","0"
"725","Split Linked List in Parts","split-linked-list-in-parts","725","Medium","false","false","0"
"724","Find Pivot Index","find-pivot-index","724","Easy","false","false","0"
"723","Candy Crush","candy-crush","723","Medium","true","false","0"
"722","Remove Comments","remove-comments","722","Medium","false","false","0"
"721","Accounts Merge","accounts-merge","721","Medium","false","false","0"
"720","Longest Word in Dictionary","longest-word-in-dictionary","720","Medium","false","false","0"
"719","Find K-th Smallest Pair Distance","find-k-th-smallest-pair-distance","719","Hard","false","false","0"
"718","Maximum Length of Repeated Subarray","maximum-length-of-repeated-subarray","718","Medium","false","false","0"
"717","1-bit and 2-bit Characters","1-bit-and-2-bit-characters","717","Easy","false","false","0"
"716","Max Stack","max-stack","716","Hard","true","false","0"
"715","Range Module","range-module","715","Hard","false","false","0"
"714","Best Time to Buy and Sell Stock with Transaction Fee","best-time-to-buy-and-sell-stock-with-transaction-fee","714","Medium","false","false","0"
"713","Subarray Product Less Than K","subarray-product-less-than-k","713","Medium","false","false","0"
"712","Minimum ASCII Delete Sum for Two Strings","minimum-ascii-delete-sum-for-two-strings","712","Medium","false","false","0"
"711","Number of Distinct Islands II","number-of-distinct-islands-ii","711","Hard","true","false","0"
"699","Falling Squares","falling-squares","699","Hard","false","false","0"
"698","Partition to K Equal Sum Subsets","partition-to-k-equal-sum-subsets","698","Medium","false","false","0"
"697","Degree of an Array","degree-of-an-array","697","Easy","false","false","0"
"696","Count Binary Substrings","count-binary-substrings","696","Easy","false","false","0"
"695","Max Area of Island","max-area-of-island","695","Medium","false","false","0"
"694","Number of Distinct Islands","number-of-distinct-islands","694","Medium","true","false","0"
"693","Binary Number with Alternating Bits","binary-number-with-alternating-bits","693","Easy","false","false","0"
"692","Top K Frequent Words","top-k-frequent-words","692","Medium","false","false","0"
"691","Stickers to Spell Word","stickers-to-spell-word","691","Hard","false","false","0"
"690","Employee Importance","employee-importance","690","Medium","false","false","0"
"689","Maximum Sum of 3 Non-Overlapping Subarrays","maximum-sum-of-3-non-overlapping-subarrays","689","Hard","false","false","0"
"688","Knight Probability in Chessboard","knight-probability-in-chessboard","688","Medium","false","false","0"
"687","Longest Univalue Path","longest-univalue-path","687","Medium","false","false","0"
"686","Repeated String Match","repeated-string-match","686","Medium","false","false","0"
"685","Redundant Connection II","redundant-connection-ii","685","Hard","false","false","0"
"684","Redundant Connection","redundant-connection","684","Medium","false","false","0"
"683","K Empty Slots","k-empty-slots","683","Hard","true","false","0"
"682","Baseball Game","baseball-game","682","Easy","false","false","0"
"681","Next Closest Time","next-closest-time","681","Medium","true","false","0"
"680","Valid Palindrome II","valid-palindrome-ii","680","Easy","false","false","0"
"679","24 Game","24-game","679","Hard","false","false","0"
"678","Valid Parenthesis String","valid-parenthesis-string","678","Medium","false","false","0"
"677","Map Sum Pairs","map-sum-pairs","677","Medium","false","false","0"
"676","Implement Magic Dictionary","implement-magic-dictionary","676","Medium","false","false","0"
"675","Cut Off Trees for Golf Event","cut-off-trees-for-golf-event","675","Hard","false","false","0"
"674","Longest Continuous Increasing Subsequence","longest-continuous-increasing-subsequence","674","Easy","false","false","0"
"673","Number of Longest Increasing Subsequence","number-of-longest-increasing-subsequence","673","Medium","false","false","0"
"672","Bulb Switcher II","bulb-switcher-ii","672","Medium","false","false","0"
"671","Second Minimum Node In a Binary Tree","second-minimum-node-in-a-binary-tree","671","Easy","false","false","0"
"670","Maximum Swap","maximum-swap","670","Medium","false","false","0"
"669","Trim a Binary Search Tree","trim-a-binary-search-tree","669","Medium","false","false","0"
"668","Kth Smallest Number in Multiplication Table","kth-smallest-number-in-multiplication-table","668","Hard","false","false","0"
"667","Beautiful Arrangement II","beautiful-arrangement-ii","667","Medium","false","false","0"
"666","Path Sum IV","path-sum-iv","666","Medium","true","false","0"
"665","Non-decreasing Array","non-decreasing-array","665","Medium","false","false","0"
"664","Strange Printer","strange-printer","664","Hard","false","false","0"
"663","Equal Tree Partition","equal-tree-partition","663","Medium","true","false","0"
"662","Maximum Width of Binary Tree","maximum-width-of-binary-tree","662","Medium","false","false","0"
"661","Image Smoother","image-smoother","661","Easy","false","false","0"
"660","Remove 9","remove-9","660","Hard","true","false","0"
"659","Split Array into Consecutive Subsequences","split-array-into-consecutive-subsequences","659","Medium","false","false","0"
"658","Find K Closest Elements","find-k-closest-elements","658","Medium","false","false","0"
"657","Robot Return to Origin","robot-return-to-origin","657","Easy","false","false","0"
"656","Coin Path","coin-path","656","Hard","true","false","0"
"655","Print Binary Tree","print-binary-tree","655","Medium","false","false","0"
"654","Maximum Binary Tree","maximum-binary-tree","654","Medium","false","false","0"
"653","Two Sum IV - Input is a BST","two-sum-iv-input-is-a-bst","653","Easy","false","false","0"
"652","Find Duplicate Subtrees","find-duplicate-subtrees","652","Medium","false","false","0"
"651","4 Keys Keyboard","4-keys-keyboard","651","Medium","true","false","0"
"650","2 Keys Keyboard","2-keys-keyboard","650","Medium","false","false","0"
"649","Dota2 Senate","dota2-senate","649","Medium","false","false","0"
"648","Replace Words","replace-words","648","Medium","false","false","0"
"647","Palindromic Substrings","palindromic-substrings","647","Medium","false","false","0"
"646","Maximum Length of Pair Chain","maximum-length-of-pair-chain","646","Medium","false","false","0"
"645","Set Mismatch","set-mismatch","645","Easy","false","false","0"
"644","Maximum Average Subarray II","maximum-average-subarray-ii","644","Hard","true","false","0"
"643","Maximum Average Subarray I","maximum-average-subarray-i","643","Easy","false","false","0"
"642","Design Search Autocomplete System","design-search-autocomplete-system","642","Hard","true","false","0"
"640","Solve the Equation","solve-the-equation","640","Medium","false","false","0"
"639","Decode Ways II","decode-ways-ii","639","Hard","false","false","0"
"638","Shopping Offers","shopping-offers","638","Medium","false","false","0"
"637","Average of Levels in Binary Tree","average-of-levels-in-binary-tree","637","Easy","false","false","0"
"636","Exclusive Time of Functions","exclusive-time-of-functions","636","Medium","false","false","0"
"635","Design Log Storage System","design-log-storage-system","635","Medium","true","false","0"
"634","Find the Derangement of An Array","find-the-derangement-of-an-array","634","Medium","true","false","0"
"633","Sum of Square Numbers","sum-of-square-numbers","633","Medium","false","false","0"
"632","Smallest Range Covering Elements from K Lists","smallest-range-covering-elements-from-k-lists","632","Hard","false","false","0"
"631","Design Excel Sum Formula","design-excel-sum-formula","631","Hard","true","false","0"
"630","Course Schedule III","course-schedule-iii","630","Hard","false","false","0"
"629","K Inverse Pairs Array","k-inverse-pairs-array","629","Hard","false","false","0"
"628","Maximum Product of Three Numbers","maximum-product-of-three-numbers","628","Easy","false","false","0"
"625","Minimum Factorization","minimum-factorization","625","Medium","true","false","0"
"624","Maximum Distance in Arrays","maximum-distance-in-arrays","624","Medium","false","false","0"
"623","Add One Row to Tree","add-one-row-to-tree","623","Medium","false","false","0"
"621","Task Scheduler","task-scheduler","621","Medium","false","false","0"
"617","Merge Two Binary Trees","merge-two-binary-trees","617","Easy","false","false","0"
"616","Add Bold Tag in String","add-bold-tag-in-string","616","Medium","true","false","0"
"611","Valid Triangle Number","valid-triangle-number","611","Medium","false","false","0"
"609","Find Duplicate File in System","find-duplicate-file-in-system","609","Medium","false","false","0"
"606","Construct String from Binary Tree","construct-string-from-binary-tree","606","Medium","false","false","0"
"605","Can Place Flowers","can-place-flowers","605","Easy","false","false","0"
"604","Design Compressed String Iterator","design-compressed-string-iterator","604","Easy","true","false","0"
"600","Non-negative Integers without Consecutive Ones","non-negative-integers-without-consecutive-ones","600","Hard","false","false","0"
"599","Minimum Index Sum of Two Lists","minimum-index-sum-of-two-lists","599","Easy","false","false","0"
"598","Range Addition II","range-addition-ii","598","Easy","false","false","0"
"594","Longest Harmonious Subsequence","longest-harmonious-subsequence","594","Easy","false","false","0"
"593","Valid Square","valid-square","593","Medium","false","false","0"
"592","Fraction Addition and Subtraction","fraction-addition-and-subtraction","592","Medium","false","false","0"
"591","Tag Validator","tag-validator","591","Hard","false","false","0"
"588","Design In-Memory File System","design-in-memory-file-system","588","Hard","true","false","0"
"587","Erect the Fence","erect-the-fence","587","Hard","false","false","0"
"583","Delete Operation for Two Strings","delete-operation-for-two-strings","583","Medium","false","false","0"
"582","Kill Process","kill-process","582","Medium","true","false","0"
"581","Shortest Unsorted Continuous Subarray","shortest-unsorted-continuous-subarray","581","Medium","false","false","0"
"576","Out of Boundary Paths","out-of-boundary-paths","576","Medium","false","false","0"
"575","Distribute Candies","distribute-candies","575","Easy","false","false","0"
"573","Squirrel Simulation","squirrel-simulation","573","Medium","true","false","0"
"572","Subtree of Another Tree","subtree-of-another-tree","572","Easy","false","false","0"
"568","Maximum Vacation Days","maximum-vacation-days","568","Hard","true","false","0"
"567","Permutation in String","permutation-in-string","567","Medium","false","false","0"
"566","Reshape the Matrix","reshape-the-matrix","566","Easy","false","false","0"
"565","Array Nesting","array-nesting","565","Medium","false","false","0"
"564","Find the Closest Palindrome","find-the-closest-palindrome","564","Hard","false","false","0"
"563","Binary Tree Tilt","binary-tree-tilt","563","Easy","false","false","0"
"562","Longest Line of Consecutive One in Matrix","longest-line-of-consecutive-one-in-matrix","562","Medium","true","false","0"
"561","Array Partition","array-partition","561","Easy","false","false","0"
"560","Subarray Sum Equals K","subarray-sum-equals-k","560","Medium","false","false","0"
"557","Reverse Words in a String III","reverse-words-in-a-string-iii","557","Easy","false","false","0"
"556","Next Greater Element III","next-greater-element-iii","556","Medium","false","false","0"
"555","Split Concatenated Strings","split-concatenated-strings","555","Medium","true","false","0"
"554","Brick Wall","brick-wall","554","Medium","false","false","0"
"553","Optimal Division","optimal-division","553","Medium","false","false","0"
"552","Student Attendance Record II","student-attendance-record-ii","552","Hard","false","false","0"
"551","Student Attendance Record I","student-attendance-record-i","551","Easy","false","false","0"
"1730","Shortest Path to Get Food","shortest-path-to-get-food","550","Medium","true","false","0"
"549","Binary Tree Longest Consecutive Sequence II","binary-tree-longest-consecutive-sequence-ii","549","Medium","true","false","0"
"548","Split Array with Equal Sum","split-array-with-equal-sum","548","Hard","true","false","0"
"547","Number of Provinces","number-of-provinces","547","Medium","false","false","0"
"546","Remove Boxes","remove-boxes","546","Hard","false","false","0"
"545","Boundary of Binary Tree","boundary-of-binary-tree","545","Medium","true","false","0"
"544","Output Contest Matches","output-contest-matches","544","Medium","true","false","0"
"543","Diameter of Binary Tree","diameter-of-binary-tree","543","Easy","false","false","0"
"542","01 Matrix","01-matrix","542","Medium","false","false","0"
"541","Reverse String II","reverse-string-ii","541","Easy","false","false","0"
"540","Single Element in a Sorted Array","single-element-in-a-sorted-array","540","Medium","false","false","0"
"539","Minimum Time Difference","minimum-time-difference","539","Medium","false","false","0"
"538","Convert BST to Greater Tree","convert-bst-to-greater-tree","538","Medium","false","false","0"
"537","Complex Number Multiplication","complex-number-multiplication","537","Medium","false","false","0"
"536","Construct Binary Tree from String","construct-binary-tree-from-string","536","Medium","true","false","0"
"535","Encode and Decode TinyURL","encode-and-decode-tinyurl","535","Medium","false","false","0"
"533","Lonely Pixel II","lonely-pixel-ii","533","Medium","true","false","0"
"532","K-diff Pairs in an Array","k-diff-pairs-in-an-array","532","Medium","false","false","0"
"531","Lonely Pixel I","lonely-pixel-i","531","Medium","true","false","0"
"530","Minimum Absolute Difference in BST","minimum-absolute-difference-in-bst","530","Easy","false","false","0"
"529","Minesweeper","minesweeper","529","Medium","false","false","0"
"1721","Swapping Nodes in a Linked List","swapping-nodes-in-a-linked-list","528","Medium","false","false","0"
"527","Word Abbreviation","word-abbreviation","527","Hard","true","false","0"
"526","Beautiful Arrangement","beautiful-arrangement","526","Medium","false","false","0"
"525","Contiguous Array","contiguous-array","525","Medium","false","false","0"
"524","Longest Word in Dictionary through Deleting","longest-word-in-dictionary-through-deleting","524","Medium","false","false","0"
"523","Continuous Subarray Sum","continuous-subarray-sum","523","Medium","false","false","0"
"522","Longest Uncommon Subsequence II","longest-uncommon-subsequence-ii","522","Medium","false","false","0"
"521","Longest Uncommon Subsequence I","longest-uncommon-subsequence-i","521","Easy","false","false","0"
"520","Detect Capital","detect-capital","520","Easy","false","false","0"
"1983","Widest Pair of Indices With Equal Range Sum","widest-pair-of-indices-with-equal-range-sum","519","Medium","true","false","0"
"518","Coin Change II","coin-change-ii","518","Medium","false","false","0"
"517","Super Washing Machines","super-washing-machines","517","Hard","false","false","0"
"516","Longest Palindromic Subsequence","longest-palindromic-subsequence","516","Medium","false","false","0"
"515","Find Largest Value in Each Tree Row","find-largest-value-in-each-tree-row","515","Medium","false","false","0"
"514","Freedom Trail","freedom-trail","514","Hard","false","false","0"
"513","Find Bottom Left Tree Value","find-bottom-left-tree-value","513","Medium","false","false","0"
"2036","Maximum Alternating Subarray Sum","maximum-alternating-subarray-sum","512","Medium","true","false","0"
"1059","All Paths from Source Lead to Destination","all-paths-from-source-lead-to-destination","511","Medium","true","false","0"
"2031","Count Subarrays With More Ones Than Zeros","count-subarrays-with-more-ones-than-zeros","510","Medium","true","false","0"
"510","Inorder Successor in BST II","inorder-successor-in-bst-ii","509","Medium","true","false","0"
"508","Most Frequent Subtree Sum","most-frequent-subtree-sum","508","Medium","false","false","0"
"507","Perfect Number","perfect-number","507","Easy","false","false","0"
"506","Relative Ranks","relative-ranks","506","Easy","false","false","0"
"505","The Maze II","the-maze-ii","505","Medium","true","false","0"
"504","Base 7","base-7","504","Easy","false","false","0"
"503","Next Greater Element II","next-greater-element-ii","503","Medium","false","false","0"
"502","IPO","ipo","502","Hard","false","false","0"
"501","Find Mode in Binary Search Tree","find-mode-in-binary-search-tree","501","Easy","false","false","0"
"500","Keyboard Row","keyboard-row","500","Easy","false","false","0"
"499","The Maze III","the-maze-iii","499","Hard","true","false","0"
"498","Diagonal Traverse","diagonal-traverse","498","Medium","false","false","0"
"496","Next Greater Element I","next-greater-element-i","496","Easy","false","false","0"
"495","Teemo Attacking","teemo-attacking","495","Easy","false","false","0"
"494","Target Sum","target-sum","494","Medium","false","false","0"
"493","Reverse Pairs","reverse-pairs","493","Hard","false","false","0"
"492","Construct the Rectangle","construct-the-rectangle","492","Easy","false","false","0"
"491","Non-decreasing Subsequences","non-decreasing-subsequences","491","Medium","false","false","0"
"490","The Maze","the-maze","490","Medium","true","false","0"
"1643","Kth Smallest Instructions","kth-smallest-instructions","489","Hard","false","false","0"
"488","Zuma Game","zuma-game","488","Hard","false","false","0"
"487","Max Consecutive Ones II","max-consecutive-ones-ii","487","Medium","true","false","0"
"486","Predict the Winner","predict-the-winner","486","Medium","false","false","0"
"485","Max Consecutive Ones","max-consecutive-ones","485","Easy","false","false","0"
"484","Find Permutation","find-permutation","484","Medium","true","false","0"
"483","Smallest Good Base","smallest-good-base","483","Hard","false","false","0"
"482","License Key Formatting","license-key-formatting","482","Easy","false","false","0"
"481","Magical String","magical-string","481","Medium","false","false","0"
"480","Sliding Window Median","sliding-window-median","480","Hard","false","false","0"
"479","Largest Palindrome Product","largest-palindrome-product","479","Hard","false","false","0"
"477","Total Hamming Distance","total-hamming-distance","477","Medium","false","false","0"
"476","Number Complement","number-complement","476","Easy","false","false","0"
"475","Heaters","heaters","475","Medium","false","false","0"
"474","Ones and Zeroes","ones-and-zeroes","474","Medium","false","false","0"
"473","Matchsticks to Square","matchsticks-to-square","473","Medium","false","false","0"
"472","Concatenated Words","concatenated-words","472","Hard","false","false","0"
"471","Encode String with Shortest Length","encode-string-with-shortest-length","471","Hard","true","false","0"
"469","Convex Polygon","convex-polygon","469","Medium","true","false","0"
"468","Validate IP Address","validate-ip-address","468","Medium","false","false","0"
"467","Unique Substrings in Wraparound String","unique-substrings-in-wraparound-string","467","Medium","false","false","0"
"466","Count The Repetitions","count-the-repetitions","466","Hard","false","false","0"
"465","Optimal Account Balancing","optimal-account-balancing","465","Hard","true","false","0"
"464","Can I Win","can-i-win","464","Medium","false","false","0"
"463","Island Perimeter","island-perimeter","463","Easy","false","false","0"
"462","Minimum Moves to Equal Array Elements II","minimum-moves-to-equal-array-elements-ii","462","Medium","false","false","0"
"461","Hamming Distance","hamming-distance","461","Easy","false","false","0"
"460","LFU Cache","lfu-cache","460","Hard","false","false","0"
"459","Repeated Substring Pattern","repeated-substring-pattern","459","Easy","false","false","0"
"458","Poor Pigs","poor-pigs","458","Hard","false","false","0"
"457","Circular Array Loop","circular-array-loop","457","Medium","false","false","0"
"456","132 Pattern","132-pattern","456","Medium","false","false","0"
"455","Assign Cookies","assign-cookies","455","Easy","false","false","0"
"454","4Sum II","4sum-ii","454","Medium","false","false","0"
"453","Minimum Moves to Equal Array Elements","minimum-moves-to-equal-array-elements","453","Medium","false","false","0"
"452","Minimum Number of Arrows to Burst Balloons","minimum-number-of-arrows-to-burst-balloons","452","Medium","false","false","0"
"451","Sort Characters By Frequency","sort-characters-by-frequency","451","Medium","false","false","0"
"450","Delete Node in a BST","delete-node-in-a-bst","450","Medium","false","false","0"
"449","Serialize and Deserialize BST","serialize-and-deserialize-bst","449","Medium","false","false","0"
"448","Find All Numbers Disappeared in an Array","find-all-numbers-disappeared-in-an-array","448","Easy","false","false","0"
"447","Number of Boomerangs","number-of-boomerangs","447","Medium","false","false","0"
"446","Arithmetic Slices II - Subsequence","arithmetic-slices-ii-subsequence","446","Hard","false","false","0"
"445","Add Two Numbers II","add-two-numbers-ii","445","Medium","false","false","0"
"444","Sequence Reconstruction","sequence-reconstruction","444","Medium","true","false","0"
"443","String Compression","string-compression","443","Medium","false","false","0"
"442","Find All Duplicates in an Array","find-all-duplicates-in-an-array","442","Medium","false","false","0"
"441","Arranging Coins","arranging-coins","441","Easy","false","false","0"
"440","K-th Smallest in Lexicographical Order","k-th-smallest-in-lexicographical-order","440","Hard","false","false","0"
"439","Ternary Expression Parser","ternary-expression-parser","439","Medium","true","false","0"
"438","Find All Anagrams in a String","find-all-anagrams-in-a-string","438","Medium","false","false","0"
"437","Path Sum III","path-sum-iii","437","Medium","false","false","0"
"436","Find Right Interval","find-right-interval","436","Medium","false","false","0"
"435","Non-overlapping Intervals","non-overlapping-intervals","435","Medium","false","false","0"
"434","Number of Segments in a String","number-of-segments-in-a-string","434","Easy","false","false","0"
